,Company,Location,Date,Job_Title,Subspecialty,Years_Experience,Total_Comp
1907,Amazon,"Seattle, WA", 9/24/18,L7,Distributed Systems (Back-End),,"$400,000"
1908,Amazon,"Seattle, WA", 9/24/18,Senior SDM,Distributed Systems (Back-End),,"$620,000"
1909,N/A,"Austin, TX", 9/23/18,VP,N/A,,"$292,000"
1910,Groupon,"San Francisco, CA", 9/22/18,Manager,Full Stack,,"$400,000"
1911,grubhub,"New York, NY", 9/22/18,director,Web Development (Front-End),,"$400,000"
1912,Airbnb,"San Francisco, CA", 9/22/18,L6,API Development (Back-End),,"$600,000"
1913,Qualcomm,"San Diego, CA", 9/21/18,Principal Engineer Manager,Wireless,,"$315,000"
1914,Netflix,"Los Gatos, CA", 9/20/18,Only one level across Netflix,Distributed Systems (Back-End),,"$450,000"
1915,Netflix,"Los Gatos, CA", 9/19/18,Senior Software Engineer,Distributed Systems (Back-End),,"$550,000"
1916,Facebook,"Menlo Park, CA", 9/17/18,E5,Distributed Systems (Back-End),,"$360,000"
1917,Cisco,"San Jose, CA", 9/17/18,Grade 12,Networking,,"$190,000"
1918,Microsoft,"Bellevue, WA", 9/16/18,67,ML / AI,,"$400,000"
1919,Microsoft,"Seattle, WA", 9/16/18,69,Distributed Systems (Back-End),,"$1,650,000"
1920,Amazon,"Seattle, WA", 9/16/18,L7,Full Stack,,"$402,000"
1921,Intel,"Portland, OR", 9/13/18,Grade 10,Distributed Systems (Back-End),,"$320,000"
1922,LinkedIn,"Sunnyvale, CA", 9/13/18,Staff Software Engineer,ML / AI,,"$450,000"
1923,Apple,"San Francisco, CA", 9/13/18,ICT4,ML / AI,,"$500,000"
1924,Apple,"San Francisco, CA", 9/13/18,M1,ML / AI,,"$500,000"
1925,Google,"Dublin, DN, Ireland", 9/12/18,L6,Distributed Systems (Back-End),,"$445,000"
1926,Amazon,"Seattle, WA", 9/11/18,L6,Mobile (iOS + Android),,"$600,000"
1927,Bloomberg,"New York, NY", 9/10/18,Manager,Distributed Systems (Back-End),,"$400,000"
1928,Anaplan,"San Francisco, CA", 9/10/18,Sr. Engineering Manager,API Development (Back-End),,"$193,000"
1929,Microsoft,"Redmond, W",| 9/8/18,65,Distributed Systems (Back-End),,"$300,000"
1930,Linkedin,"Mountain View, C",| 9/6/18,Sr engineering manager,Mobile (iOS + Android),,"$610,000"
1931,CenturyLink,"Monroe, LA, United State",| 9/6/18,Application Development Manager,Distributed Systems (Back-End),,"$120,000"
1932,Bank of America,"New York, N",| 9/6/18,Band 5,Full Stack,,"$145,000"
1933,Shutterfly,"Redwood City, C",| 9/5/18,Software Engineering Manager,Full Stack,,"$175,000"
1934,Shutterfly,"Redwood City, C",| 9/5/18,Engineering Manager,Full Stack,,"$175,000"
1935,Uber,"San Francisco, C",| 9/5/18,5b,Distributed Systems (Back-End),,"$500,000"
1936,Uber,"Seattle, W",| 9/5/18,L5b,Full Stack,,"$480,000"
1937,Microsoft,"Mountain View, C",| 9/4/18,67,Management,,"$500,000"
1938,Google,"Mountain View, CA", 8/31/18,T3,Full Stack,,"$995,000"
1939,Intel,"Portland, OR", 8/31/18,Grade 9,DevOps,,"$320,000"
1940,Microsoft,"Mountain View, CA", 8/31/18,65,Hardware,,"$408,000"
1941,Microsoft,"San Francisco, CA", 8/30/18,L4,iOS,,"$100,000"
1942,Facebook,"Menlo Park, CA", 8/29/18,E5,Full Stack,,"$421,000"
1943,Microsoft,"Seattle, WA", 8/28/18,64,Distributed Systems (Back-End),,"$250,000"
1944,Amazon,"Seattle, WA", 8/28/18,L5 SDM,Full Stack,,"$260,000"
1945,Facebook,"Dublin, DN, Ireland", 8/26/18,M1,DevOps,,"$425,000"
1946,Oath,"Sunnyvale, CA", 8/25/18,M3,Distributed Systems (Back-End),,"$270,000"
1947,Oath,"Sunnyvale, CA", 8/25/18,M3,Distributed Systems (Back-End),,"$270,000"
1948,Snap,"Los Angeles, CA", 8/25/18,L6,Distributed Systems (Back-End),,"$800,000"
1949,Facebook,"New York, NY", 8/23/18,M1,Mobile (iOS + Android),,"$514,000"
1950,Amazon,"Seattle, WA", 8/23/18,L6 SDM,Security,,"$110,000"
1951,Amazon,"Seattle, WA", 8/22/18,L6 SDM,Distributed Systems (Back-End),,"$350,000"
1952,Google,"San Francisco, CA", 8/22/18,L6,Distributed Systems (Back-End),,"$500,000"
1953,Mic,"Redmond, WA", 8/22/18,Principal Software Engineering Manager,Distributed Systems (Back-End),,"$325,000"
1954,eBay,"San Jose, CA", 8/21/18,27,DevOps,,"$332,000"
1955,Microsoft,"Redmond, WA", 8/17/18,66,Design,,"$320,000"
1956,Amazon,"Seattle, WA", 8/15/18,L6 SDM,Distributed Systems (Back-End),,"$380,000"
1957,Microsoft,"Redmond, WA", 8/14/18,66,Distributed Systems (Back-End),,"$325,000"
1958,Microsoft,"Vancouver, BC, Canada", 8/14/18,65,API Development (Back-End),,"$215,000"
1959,LinkedIn,"Sunnyvale, CA", 8/10/18,Senior Engineering Manager,Full Stack,,"$760,000"
1960,Amazon,"Seattle, W",| 8/9/18,L7,API Development (Back-End),,"$408,000"
1961,Apple,"Cupertino, C",| 8/8/18,M1,Full Stack,,"$180,000"
1962,Microsoft,"Redmond, W",| 8/4/18,65,Full Stack,,"$293,000"
1963,Capital One,"Mc Lean, V",| 8/4/18,Master software engineer,Distributed Systems (Back-End),,"$155,000"
1964,GoDaddy,"Seattle, W",| 8/3/18,Software Engineering Manager,Distributed Systems (Back-End),,"$207,000"
1965,Apple,"Cupertino, CA", 7/21/18,M1,QA / Testing,,"$379,000"
1966,Capital One,"San Francisco, CA", 7/20/18,Lead Software Engineer,Full Stack,,"$278,000"
1967,Microsoft,"Seattle, WA", 7/18/18,65,Distributed Systems (Back-End),,"$310,000"
1968,Deloitte,"Houston, TX", 7/18/18,Manager,SAP Security,,"$132,000"
1969,Intel,"Santa Clara, CA", 7/13/18,8,,,"$215,000"
1970,Amazon,"Seattle, WA", 7/13/18,6,iOS,,"$500,000"
1971,Dropbox,"San Francisco, CA", 7/11/18,L5,Full Stack,,"$800,000"
1972,eBay,"San Jose, C",| 7/8/18,27,Distributed Systems (Back-End),,"$390,000"
1973,Microsoft,"Redmond, W",| 7/6/18,L66,Distributed Systems (Back-End),,"$422,000"
1974,tcs,"San Francisco, C",| 7/4/18,senior staff,project manager,,"$145,000"
1975,Microsoft,"Seattle, W",| 7/2/18,65,Distributed Systems (Back-End),,"$440,000"
1976,WeWork,"New York, N",| 7/1/18,L5,Full Stack,,"$192,000"
1977,Microsoft,"Bangalore, KA, India", 6/30/18,64,Data Engineering,,"$82,000"
1978,Oracle,"Seattle, WA", 6/26/18,M4,Distributed Systems (Back-End),,"$470,000"
1979,Amazon,"Seattle, WA", 6/25/18,L6,Distributed Systems (Back-End),,"$220,000"
1980,Microsoft,"Redmond, WA", 6/25/18,L64,,,"$208,000"
1981,Microsoft,"Redmond, WA", 6/18/18,66,API Development (Back-End),,"$325,000"
1982,Apple,"Cupertino, CA", 6/17/18,M2,iOS,,"$495,000"
1983,Amazon,"Seattle, W",| 6/9/18,L6,DevOps,,"$319,000"
1984,Netflix,"Los Gatos, C",| 6/9/18,Engineering Manager,Distributed Systems (Back-End),,"$525,000"
1985,Cisco,"Philadelphia, P",| 6/5/18,Grade 10,DevOps,,"$132,000"
1986,Amazon,"Seattle, W",| 6/5/18,L6,API Development (Back-End),,"$400,000"
1987,Oracle,"Redwood City, C",| 6/4/18,M3,Distributed Systems (Back-End),,"$340,000"
1988,samsung,"San Jose, C",| 6/2/18,L6,,,"$280,000"
1989,Amazon,"Seattle, WA", 5/31/18,L6,,,"$300,000"
1990,Microsoft,"New York, NY", 5/27/18,63,,,"$320,000"
1991,Amazon,"Seattle, WA", 5/25/18,6,,,"$267,000"
1992,Microsoft,"Redmond, WA", 5/21/18,64,,,"$230,000"
1993,Amazon,"Seattle, WA", 5/13/18,L6,,,"$190,000"
1994,Accenture,"Chicago, IL", 5/13/18,Associate Manager,,,"$90,000"
1995,Google,"Mountain View, C",| 5/8/18,L7,,,"$749,000"
1996,Amazon,"Seattle, W",| 5/3/18,L6,,,"$315,000"
1997,Amazon,"Seattle, WA", 4/24/18,7,,,"$329,000"
1998,Airbnb,"San Francisco, CA", 4/11/18,Data Scientist Manager,,,"$650,000"
1999,linkedin,"Mountain View, CA", 4/11/18,M4,,,"$1,000,000"
2000,Square,"San Francisco, C",| 4/5/18,L6,,,"$496,000"
2001,Amazon,"Seattle, WA", 3/29/18,6,,,"$350,000"
2002,Amazon,"Seattle, WA", 3/22/18,6,,,"$300,000"
2003,Facebook,"Seattle, WA", 3/15/18,M1,,,"$520,000"
2004,Facebook,"Dublin, DN, Ireland", 3/11/18,L6,,,"$460,000"
2005,Google,"Dublin, DN, Ireland", 3/11/18,L6,,,"$400,000"
2006,Netflix,"Los Gatos, CA", 3/10/18,Senior,,,"$550,000"
2007,Tableau Software,"Kirkland, W",| 3/8/18,Staff,,,"$320,000"
2008,Amazon,"Seattle, W",| 3/2/18,L7,,,"$740,000"
2009,LinkedIn,"Mountain View, CA", 2/28/18,Engineering Manager,,,"$430,000"
2010,eBay,"San Jose, CA", 2/16/18,27,,,"$323,000"
2011,Tableau Software,"Vancouver, BC, Canada", 2/14/18,Non-senior,,,"$293,000"
2012,Google,"San Jose, CA", 1/12/18,L7,,,"$640,000"
2013,Amazon,"Seattle, WA", 1/12/18,6,,,"$320,000"
2014,Amazon,"Sunnyvale, C",| 1/3/18,L6,,,"$500,000"
2015,Amazon,"San Francisco, CA ",12/27/17,L6,,,"$500,000"
2016,Amazon,"Seattle, WA ",11/24/17,L6,,,"$290,000"
2017,Apple,"San Francisco, CA ",11/14/17,M1,,,"$385,000"
2018,Intel,"Hillsboro, OR ",10/31/17,G6,,,"$125,000"
2019,Amazon,"Seattle, WA", 10/6/17,6,,,"$342,000"
2020,Amazon,"Seattle, W",| 9/9/17,L6,,,"$290,000"
2021,Amazon,"Seattle, W",| 9/8/17,L6,,,"$325,000"
2022,Amazon,"Seattle, WA", 8/24/17,L6,,,"$298,000"
2023,Amazon,"Seattle, W",| 8/8/17,L5,,,"$205,000"
2024,Oracle,"Redwood City, C",| 8/4/17,M4,,,"$250,000"
2025,microsoft,"Seattle, W",| 8/1/17,64,,,"$220,000"
2026,Microsoft,"Bellevue, WA", 7/29/17,67,,,"$462,000"
2027,Amazon,"Seattle, WA", 7/14/17,L6,,,"$287,000"
2028,Salesforce,"San Francisco, CA", 6/30/17,9,,,"$450,000"
2029,Uber,"San Francisco, CA", 6/22/17,Engineer Manager I (L5),,,"$165,000"
2030,Microsoft,"Redmond, WA", 6/22/17,65,,,"$300,000"
2031,Apple,"Sunnyvale, CA", 6/17/17,M1,,,"$372,000"
2032,Microsoft,"Redmond, WA", 6/14/17,64,,,"$200,000"
